hotelId,name,location,rating,price,lat,lon,image,review
69,The Quay Hotel West Coast,West Coast,3.3,1.458.215,1.2923655,103.7663388,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10011244-1021x1536-FIT_AND_TRIM-bac14a9bee23c6966cf04da29d5cd740.jpeg?tr=q-40,w-740,h-465&_src=imagekit",7.4
70,The Clan Hotel Singapore by Far East Hospitality,Central Business Distract ,3.5,7.221.386,1.282824,103.8463155,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20034360-801b7373e5f65cdc4c934d399629d98c.jpeg?tr=q-40,w-740,h-465&_src=imagekit",5.6
71,Sofitel Singapore Sentosa Resort & Spa,Sentosa Island,4.4,6.097.670,1.2457073,103.8255169,https://d1nabgopwop1kh.cloudfront.net/v2/hotel-asset/TzEv3ZUmG4/4Dz22hvmO9Fpk5Z+U7PwXyiqdzNkLR7Z+xvGWPF7pa3WW510Y7yQ+FqKlQ7klsF6eocM4L0OWxcXRsw0qa5MJaJZFRbBWftyRKv72iXpz6v7iaQc6t7+5cFisF7ISp+kJpQMGQBOWrQ==,8.9
72,Oasia Hotel Downtown Singapore by Far East Hospitality,Central Business Distract ,3.3,5.485.406,1.2979921,103.8269238,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20022060-ad0308a65634139a38f81b8446e2484b.jpeg?tr=q-40,w-740,h-465&_src=imagekit",7.8
73,Hotel Fuji,Geylang,3.4,1.119.282,1.3169455,103.8589492,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10028346-3f758dcdf4efdc6dcb08466f7930a23f.jpeg?tr=q-40,w-740,h-465&_src=imagekit",5.8
74,Courtyard by Marriott Singapore Novena,Novena,4.3,3.757.752,1.3205554,103.8420565,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20003215-bf5baccfdecdd8bb8101c4b6df632226.jpeg?tr=q-40,w-740,h-465&_src=imagekit",5
75,Vintage Inn Boutique Capsule ,Little India,4.1,783.198,1.3085,103.8489313,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10010204-2048x1536-FIT_AND_TRIM-b18286866d101bd884a4a778e6f36fa8.jpeg?tr=q-40,w-740,h-465&_src=imagekit",6.5
76,Capri by Fraser Changi City,Changi,4,3.922.835,1.3342132,103.961238,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10024691-2408x1300-FIT_AND_TRIM-aebc23d5e354dce5d67523efd3c52526.jpeg?tr=q-40,w-740,h-465&_src=imagekit",7.6
77,Fregrance Hotel Ocean View,West Coast,4,1.496.020,1.2923626,103.7662821,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10010236-2048x1365-FIT_AND_TRIM-d2ce469f961a6f440d953052a7f637ab.jpeg?tr=q-40,w-740,h-465&_src=imagekit",5.1
78,Holiday Inn Express SINGAPORE ORCHARD ROAD,Orchard,3,4.452.142,1.3032421,103.8345428,https://d1nabgopwop1kh.cloudfront.net/v2/hotel-asset/TzEv3ZUmG4/4Dz22hvmO9LEKghSC5593sPCJlTqAVuxpOFw5apZrx31uk9MwhjQ+XBcDRpah8MRtBu/KbXjrKn1QC/ljN07yM1kNom38wPDYnFP9tWeMubPYaqJ/i7FZtTA04h7BMZ7yeiUAOcKZ/A==,7.5
79,Citadines Rochor Singpaore ,Little India,3.3,4.288.590,1.305054,103.8492758,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67806694-bf0c1705a887bce7b205d2403941a58b.jpeg?tr=q-40,w-740,h-465&_src=imagekit",8.4
80,Regent SINGAPORE,Orchard,3.9,5.403.626,1.3047487,103.8228368,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10022956-1463e23cb4042256a428101eca2f01db.jpeg?tr=q-40,w-740,h-465&_src=imagekit",7.9
81,five 6 Hotel Splendour,Geylang,3.3,2.983.904,1.3109684,103.8744611,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10035368-2272x1516-FIT_AND_TRIM-088da9c1e856d469ff9bbed36bf0e28d.jpeg?tr=q-40,w-740,h-465&_src=imagekit",5
82,Fragrance Hotel  Balestier,Novena,4.3,1.446.110,1.3219424,103.850519,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10010229-2048x1365-FIT_AND_TRIM-3a5e229728f3133d6f7caa3ad1fcbb94.jpeg?tr=q-40,w-740,h-465&_src=imagekit",7.5
83,Four Chain View Hotel ,Geylang,3.2,859.202,1.3149766,103.8887909,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10012727-4000x3000-FIT_AND_TRIM-1c39eea36521c29d587a41f88b6ec918.jpeg?tr=q-40,w-740,h-465&_src=imagekit",6.7
84,Nostalgia Hotel ,Chinatown,3.3,10.833.041,1.2851632,103.8312722,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10010694-2048x1365-FIT_AND_TRIM-2a58a32d4b5847c299f097d0c67e4e6c.jpeg?tr=q-40,w-740,h-465&_src=imagekit",8.2
85,The Pod  Beach Road Boutique Capsule Hotel ,Bugis,4.1,781.693,1.3010313,103.8583418,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10009792-2048x1536-FIT_AND_TRIM-e18b5b546b2815dc73dac3fb45a3796b.jpeg?tr=q-40,w-740,h-465&_src=imagekit",5.3
86,Park Hotel Alexandra,HarbourFrount,3.9,3.309.606,1.2875512,103.8032207,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10024484-1540x1354-FIT_AND_TRIM-477c8f71735111baa094a7b98d160d10.jpeg?tr=q-40,w-740,h-465&_src=imagekit",6.7
87,W Singapore  Sentosa Cove,Sentosa Island,3.6,8.291.343,1.2664048,103.8082862,https://d1nabgopwop1kh.cloudfront.net/v2/hotel-asset/TzEv3ZUmG4/4Dz22hvmO9AzcbVbS8ZZjSGf/Zk+cNKFaf6wp7At/zjOUBAzYEty2GJGLfgDOsLgIupQ7e4jRdBtso7vPIVIvKnR+6gBnVkLYnFP9tWeMubPYaqJ/i7FZtTA04h7BMZ7yeiUAOcKZ/A==,5.2
88,Grand Hyatt Singapore ,Orchard,4.3,4.660.007,1.3065892,103.8309116,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/hotels/1000000/20000/11500/11421/34647f11_z.jpg?tr=q-40,w-740,h-465&_src=imagekit",5.3
89,Victoria Hotel,Bugis,4.1,1.731.586,1.2970797,103.8502449,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10026447-d90abec4065a617b8815413d3c76188c.jpeg?tr=q-40,w-740,h-465&_src=imagekit",8.9
90,villa Samadhi Singapore,HarbourFrount,4.9,5.857.398,1.2689023,103.7987019,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10015598-2408x1353-FIT_AND_TRIM-1489c36e9898d6e187414b4a1f079e1c.jpeg?tr=q-40,w-740,h-465&_src=imagekit",5.5
91,The Westin Singapore ,Marina Bay,3.6,5.825.226,1.2782803,103.8485832,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/hotels/7000000/6550000/6545000/6544926/77782a1a_z.jpg?tr=q-40,w-740,h-465&_src=imagekit",7.4
92,South East Asia Hotel,Bugis,3.9,1.266.808,1.3009874,103.8510417,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20025760-5b9d2800b6fd48365fcbd8583179c979.jpeg?tr=q-40,w-740,h-465&_src=imagekit",6
93,Santa Grand Hotel East Coast,East Cost,4.3,1.717.827,1.3067656,103.9036475,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10011241-2047x1536-FIT_AND_TRIM-e03f795a7472bbb44090873bf2325ccf.jpeg?tr=q-40,w-740,h-465&_src=imagekit",8.9
94,Diamond Hotel Singapore,Geylang,3.1,791.845,1.3119064,103.8787045,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/67739603-3000x2000-FIT_AND_TRIM-68ddb0f6698e41be7d55b290b784fd61.jpeg?tr=q-40,w-740,h-465&_src=imagekit",7.8
95,Hotel 81 Kovan ,Serangoon,4.4,931.626,1.3256435,103.83851,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10007573-2048x1367-FIT_AND_TRIM-32ffcd47e894408d539d13bb593505bb.jpeg?tr=q-40,w-740,h-465&_src=imagekit",7.5
96,Value Hotel Thomson ,Novena,4.9,923.626,1.3268434,103.8405703,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10007944-2048x1365-FIT_AND_TRIM-115af300a63103e2501b75e21b9de567.jpeg?tr=q-40,w-740,h-465&_src=imagekit",6.9
97,Circular House Capsule hotel,Clarke Quay,4.6,779.574,1.2879687,103.8467214,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20023204-6523ea75340cd50ec5398cbd10e3da4d.jpeg?tr=q-40,w-740,h-465&_src=imagekit",7.6
98,Century Service World,Chinatown,4,2.240.736,1.2811315,103.8410799,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10012698-960x720-FIT_AND_TRIM-f5d59a3c0081cf2b3bd5a08745948659.jpeg?tr=q-40,w-740,h-465&_src=imagekit",6.1
99,Hotel 81 Selegie,Bugis,4.4,838.889,1.3002066,103.8483753,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10007474-1025x1536-FIT_AND_TRIM-fb7789b7ef48767aa35adfa9b69c3395.jpeg?tr=q-40,w-740,h-465&_src=imagekit",8.3
100,Aliwal Park Hotel,Bugis,4.7,1.482.886,1.30348,103.8580863,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/10014788-2408x1339-FIT_AND_TRIM-d31ae610bd3cc0a99a5c2029b0d4f6f1.jpeg?tr=q-40,w-740,h-465&_src=imagekit",8.9
